Group ID,Level,Label,Text
unknown,P1,,"611An occupational pension scheme must be taken to include a non-discrimination rule.2A non-discrimination rule is a provision by virtue of which a responsible person (A)—amust not discriminate against another person (B) in carrying out any of A's functions in relation to the scheme;bmust not, in relation to the scheme, harass B;cmust not, in relation to the scheme, victimise B.3The provisions of an occupational pension scheme have effect subject to the non-discrimination rule.4The following are responsible persons—athe trustees or managers of the scheme;ban employer whose employees are, or may be, members of the scheme;ca person exercising an appointing function in relation to an office the holder of which is, or may be, a member of the scheme.5A non-discrimination rule does not apply in relation to a person who is a pension credit member of a scheme.6An appointing function is any of the following—athe function of appointing a person;bthe function of terminating a person's appointment;cthe function of recommending a person for appointment;dthe function of approving an appointment.7A breach of a non-discrimination rule is a contravention of this Part for the purposes of Part 9 (enforcement).8It is not a breach of a non-discrimination rule for the employer or the trustees or managers of a scheme to maintain or use in relation to the scheme rules, practices, actions or decisions relating to age which are of a description specified by order by a Minister of the Crown.9An order authorising the use of rules, practices, actions or decisions which are not in use before the order comes into force must not be made unless the Minister consults such persons as the Minister thinks appropriate.10A non-discrimination rule does not have effect in relation to an occupational pension scheme in so far as an equality rule has effect in relation to it (or would have effect in relation to it but for Part 2 of Schedule 7).11A duty to make reasonable adjustments applies to a responsible person."
unknown,P1,,"621This section applies if the trustees or managers of an occupational pension scheme do not have power to make non-discrimination alterations to the scheme.2This section also applies if the trustees or managers of an occupational pension scheme have power to make non-discrimination alterations to the scheme but the procedure for doing so—ais liable to be unduly complex or protracted, orbinvolves obtaining consents which cannot be obtained or which can be obtained only with undue delay or difficulty.3The trustees or managers may by resolution make non-discrimination alterations to the scheme.4Non-discrimination alterations may have effect in relation to a period before the date on which they are made.5Non-discrimination alterations to an occupational pension scheme are such alterations to the scheme as may be required for the provisions of the scheme to have the effect that they have in consequence of section 61(3)."
unknown,P1,,631In their application to communications the following provisions apply in relation to a disabled person who is a pension credit member of an occupational pension scheme as they apply in relation to a disabled person who is a deferred member or pensioner member of the scheme—asection 61;bsection 120;csection 126;dparagraph 19 of Schedule 8 (and such other provisions of that Schedule as apply for the purposes of that paragraph).2Communications include—athe provision of information;bthe operation of a dispute resolution procedure.
unknown,P1,,641Sections 66 to 70 apply where—aa person (A) is employed on work that is equal to the work that a comparator of the opposite sex (B) does;ba person (A) holding a personal or public office does work that is equal to the work that a comparator of the opposite sex (B) does.2The references in subsection (1) to the work that B does are not restricted to work done contemporaneously with the work done by A.3Sections 66 to 68 and 70 apply where a person (A) is or has been in pensionable service under an occupational pension scheme (regardless of whether those sections also apply in A’s case by virtue of subsection (1)).
unknown,P1,,"651For the purposes of this Chapter, A's work is equal to that of B if it is—alike B's work,brated as equivalent to B's work, orcof equal value to B's work.2A's work is like B's work if—aA's work and B's work are the same or broadly similar, andbsuch differences as there are between their work are not of practical importance in relation to the terms of their work.3So on a comparison of one person's work with another's for the purposes of subsection (2), it is necessary to have regard to—athe frequency with which differences between their work occur in practice, andbthe nature and extent of the differences.4A's work is rated as equivalent to B's work if a job evaluation study—agives an equal value to A's job and B's job in terms of the demands made on a worker, orbwould give an equal value to A's job and B's job in those terms were the evaluation not made on a sex-specific system.5A system is sex-specific if, for the purposes of one or more of the demands made on a worker, it sets values for men different from those it sets for women.6A's work is of equal value to B's work if it is—aneither like B's work nor rated as equivalent to B's work, butbnevertheless equal to B's work in terms of the demands made on A by reference to factors such as effort, skill and decision-making."
unknown,P1,,"661If the terms of A's work do not (by whatever means) include a sex equality clause, they are to be treated as including one.2 Where this section applies by virtue of section 64(1), a sex equality clause is a provision that has the following effect—aif a term of A's is less favourable to A than a corresponding term of B's is to B, A's term is modified so as not to be less favourable;bif A does not have a term which corresponds to a term of B's that benefits B, A's terms are modified so as to include such a term.3Subsection (2)(a) applies to a term of A's relating to membership of or rights under an occupational pension scheme only in so far as a sex equality rule would have effect in relation to the term.4In the case of work within section 65(1)(b), a reference in subsection (2) above to a term includes a reference to such terms (if any) as have not been determined by the rating of the work (as well as those that have).5Where this section applies by virtue of section 64(3), a sex equality clause is a provision that has the effect that if, by virtue of the application of the guaranteed minimum pension provisions, a term of A’s that relates to membership of or rights under the scheme concerned is less favourable to A than it would be if A were of the opposite sex, the term, in so far as a sex equality rule would have effect in relation to it, is modified so as not to be less favourable.6“Guaranteed minimum pension provisions” means so much of the Pension Schemes Act 1993 and of any other enactment as relates to guaranteed minimum pensions (within the meaning of that Act)."
unknown,P1,,"671If an occupational pension scheme does not include a sex equality rule, it is to be treated as including one.2 Where this section applies by virtue of section 64(1), a sex equality rule is a provision that has the following effect—aif a relevant term is less favourable to A than it is to B, the term is modified so as not to be less favourable;bif a term confers a relevant discretion capable of being exercised in a way that would be less favourable to A than to B, the term is modified so as to prevent the exercise of the discretion in that way.2AWhere this section applies by virtue of section 64(3), a sex equality rule is a provision that has the following effect—aif, by virtue of the application of the guaranteed minimum pension provisions, a relevant term is less favourable to A than it would be if A were of the opposite sex, the term is modified so as not to be less favourable;bif, by virtue of the application of those provisions, a term confers a relevant discretion capable of being exercised in a way that would be less favourable to A than it would be if A were of the opposite sex, the term is modified so as to prevent the exercise of the discretion in that way.2B“Guaranteed minimum pension provisions” means so much of the Pension Schemes Act 1993 and of any other enactment as relates to guaranteed minimum pensions (within the meaning of that Act).3A term is relevant if it is—aa term on which persons become members of the scheme, orba term on which members of the scheme are treated.4A discretion is relevant if its exercise in relation to the scheme is capable of affecting—athe way in which persons become members of the scheme, orbthe way in which members of the scheme are treated.5The reference in subsection (3)(b) to a term on which members of a scheme are treated includes a reference to the term as it has effect for the benefit of dependants of members.6The reference in subsection (4)(b) to the way in which members of a scheme are treated includes a reference to the way in which they are treated as the scheme has effect for the benefit of dependants of members.7If the effect of a relevant matter on a person (A) differs according to the effect it has on a person of the same sex as A, according to whether A is married, in a civil partnership, or for some other reason due to A’s family status, a comparison for the purposes of this section of the effect of that matter on persons of the opposite sex must be with a person of the opposite sex to A who is in the same position as A and in particular—awhere A is married to, or the civil partner of, someone of the opposite sex, A is to be compared to a person of the opposite sex to A (“B”) where B is married to or (as the case may be) the civil partner of someone of the opposite sex to B;bwhere A is married to, or the civil partner of, someone of the same sex, A is to be compared to B where B is married to or (as the case may be) the civil partner of someone of the same sex as B.8A relevant matter is—aa relevant term;ba term conferring a relevant discretion;cthe exercise of a relevant discretion in relation to an occupational pension scheme.9This section, so far as relating to the terms on which persons become members of an occupational pension scheme, does not have effect in relation to pensionable service before 8 April 1976.10This section, so far as relating to the terms on which members of an occupational pension scheme are treated, does not have effect in relation to pensionable service before 17 May 1990."
unknown,P1,,"681This section applies if the trustees or managers of an occupational pension scheme do not have power to make sex equality alterations to the scheme.2This section also applies if the trustees or managers of an occupational pension scheme have power to make sex equality alterations to the scheme but the procedure for doing so—ais liable to be unduly complex or protracted, orbinvolves obtaining consents which cannot be obtained or which can be obtained only with undue delay or difficulty.3The trustees or managers may by resolution make sex equality alterations to the scheme.4Sex equality alterations may have effect in relation to a period before the date on which they are made.5Sex equality alterations to an occupational pension scheme are such alterations to the scheme as may be required to secure conformity with a sex equality rule."
unknown,P1,,"691The sex equality clause in A's terms has no effect in relation to a difference between A's terms and B's terms if the responsible person shows that the difference is because of a material factor reliance on which—adoes not involve treating A less favourably because of A's sex than the responsible person treats B, andbif the factor is within subsection (2), is a proportionate means of achieving a legitimate aim.2A factor is within this subsection if A shows that, as a result of the factor, A and persons of the same sex doing work equal to A's are put at a particular disadvantage when compared with persons of the opposite sex doing work equal to A's.3For the purposes of subsection (1), the long-term objective of reducing inequality between men's and women's terms of work is always to be regarded as a legitimate aim.4A sex equality rule has no effect in relation to a difference between A and B in the effect of a relevant matter if the trustees or managers of the scheme in question show that the difference is because of a material factor which is not the difference of sex.5“Relevant matter” has the meaning given in section 67.6For the purposes of this section, a factor is not material unless it is a material difference between A's case and B's."
unknown,P1,,"701The relevant sex discrimination provision has no effect in relation to a term of A's that—ais modified by, or included by virtue of, a sex equality clause or rule, orbwould be so modified or included but for section 69 or Part 2 of Schedule 7.2Neither of the following is sex discrimination for the purposes of the relevant sex discrimination provision—athe inclusion in A's terms of a term that is less favourable as referred to in section 66(2)(a);bthe failure to include in A's terms a corresponding term as referred to in section 66(2)(b).3The relevant sex discrimination provision is, in relation to work of a description given in the first column of the table, the provision referred to in the second column so far as relating to sex.Description of workProvisionEmploymentSection 39(2)Appointment to a personal officeSection 49(6)Appointment to a public officeSection 50(6)"
unknown,P1,,"711This section applies in relation to a term of a person's work—athat relates to pay, butbin relation to which a sex equality clause or rule has no effect.2The relevant sex discrimination provision (as defined by section 70) has no effect in relation to the term except in so far as treatment of the person amounts to a contravention of the provision by virtue of section 13 or 14."
unknown,P1,,"72Sections 73 to 76 apply where a woman—ais employed, orbholds a personal or public office."
unknown,P1,,"731If the terms of the woman's work do not (by whatever means) include a maternity equality clause, they are to be treated as including one.2A maternity equality clause is a provision that, in relation to the terms of the woman's work, has the effect referred to in section 74(1), (6) and (8).3In the case of a term relating to membership of or rights under an occupational pension scheme, a maternity equality clause has only such effect as a maternity equality rule would have."
unknown,P1,,"741A term of the woman's work that provides for maternity-related pay to be calculated by reference to her pay at a particular time is, if each of the following three conditions is satisfied, modified as mentioned in subsection (5).2The first condition is that, after the time referred to in subsection (1) but before the end of the protected period—aher pay increases, orbit would have increased had she not been on maternity leave.3The second condition is that the maternity-related pay is not—awhat her pay would have been had she not been on maternity leave, orbthe difference between the amount of statutory maternity pay to which she is entitled and what her pay would have been had she not been on maternity leave.4The third condition is that the terms of her work do not provide for the maternity-related pay to be subject to—aan increase as mentioned in subsection (2)(a), orban increase that would have occurred as mentioned in subsection (2)(b).5The modification referred to in subsection (1) is a modification to provide for the maternity-related pay to be subject to—aany increase as mentioned in subsection (2)(a), orbany increase that would have occurred as mentioned in subsection (2)(b).6A term of her work that—aprovides for pay within subsection (7), butbdoes not provide for her to be given the pay in circumstances in which she would have been given it had she not been on maternity leave,is modified so as to provide for her to be given it in circumstances in which it would normally be given.7Pay is within this subsection if it is—apay (including pay by way of bonus) in respect of times before the woman is on maternity leave,bpay by way of bonus in respect of times when she is on compulsory maternity leave, orcpay by way of bonus in respect of times after the end of the protected period.8A term of the woman's work that—aprovides for pay after the end of the protected period, butbdoes not provide for it to be subject to an increase to which it would have been subject had she not been on maternity leave,is modified so as to provide for it to be subject to the increase.9Maternity-related pay is pay (other than statutory maternity pay) to which a woman is entitled—aas a result of being pregnant, orbin respect of times when she is on maternity leave.10A reference to the protected period is to be construed in accordance with section 18."
unknown,P1,,"751If an occupational pension scheme does not include a maternity equality rule, it is to be treated as including one.2A maternity equality rule is a provision that has the effect set out in subsections (3) and (4).3If a relevant term does not treat time when the woman is on maternity leave as it treats time when she is not, the term is modified so as to treat time when she is on maternity leave as time when she is not.4If a term confers a relevant discretion capable of being exercised so that time when she is on maternity leave is treated differently from time when she is not, the term is modified so as not to allow the discretion to be exercised in that way.5A term is relevant if it is—aa term relating to membership of the scheme,ba term relating to the accrual of rights under the scheme, orca term providing for the determination of the amount of a benefit payable under the scheme.6A discretion is relevant if its exercise is capable of affecting—amembership of the scheme,bthe accrual of rights under the scheme, orcthe determination of the amount of a benefit payable under the scheme.7This section does not require the woman's contributions to the scheme in respect of time when she is on maternity leave to be determined otherwise than by reference to the amount she is paid in respect of that time.8This section, so far as relating to time when she is on ordinary maternity leave but is not being paid by her employer, applies only in a case where the expected week of childbirth began on or after 6 April 2003.9This section, so far as relating to time when she is on additional maternity leave but is not being paid by her employer—adoes not apply to the accrual of rights under the scheme in any case;bapplies for other purposes only in a case where the expected week of childbirth began on or after 5 October 2008.10In this section—aa reference to being on maternity leave includes a reference to having been on maternity leave, andba reference to being paid by the employer includes a reference to receiving statutory maternity pay from the employer."
unknown,P1,,"761The relevant pregnancy and maternity discrimination provision has no effect in relation to a term of the woman's work that is modified by a maternity equality clause or rule.1AThe relevant pregnancy and maternity discrimination provision has no effect in relation to a term of the woman's work—athat relates to pay, butbin relation to which a maternity equality clause or rule has no effect.2The inclusion in the woman's terms of a term that requires modification by virtue of section 73(2) or (3) is not pregnancy and maternity discrimination for the purposes of the relevant pregnancy and maternity discrimination provision.3The relevant pregnancy and maternity discrimination provision is, in relation to a description of work given in the first column of the table, the provision referred to in the second column so far as relating to pregnancy and maternity.Description of workProvisionEmploymentSection 39(2)Appointment to a personal officeSection 49(6)Appointment to a public officeSection 50(6)"
unknown,P1,,"771A term of a person's work that purports to prevent or restrict the person (P) from disclosing or seeking to disclose information about the terms of P's work is unenforceable against P in so far as P makes or seeks to make a relevant pay disclosure.2A term of a person's work that purports to prevent or restrict the person (P) from seeking disclosure of information from a colleague about the terms of the colleague's work is unenforceable against P in so far as P seeks a relevant pay disclosure from the colleague; and “colleague” includes a former colleague in relation to the work in question.3A disclosure is a relevant pay disclosure if made for the purpose of enabling the person who makes it, or the person to whom it is made, to find out whether or to what extent there is, in relation to the work in question, a connection between pay and having (or not having) a particular protected characteristic.4The following are to be treated as protected acts for the purposes of the relevant victimisation provision—aseeking a disclosure that would be a relevant pay disclosure;bmaking or seeking to make a relevant pay disclosure;creceiving information disclosed in a relevant pay disclosure.5The relevant victimisation provision is, in relation to a description of work specified in the first column of the table, section 27 so far as it applies for the purposes of a provision mentioned in the second column.Description of workProvision by virtue of which section 27 has effectEmployment Section 39(3) or (4)Appointment to a personal office Section 49(5) or (8)Appointment to a public office Section 50(5) or (9)"
unknown,P1,,"781Regulations may require employers to publish information relating to the pay of employees for the purpose of showing whether, by reference to factors of such description as is prescribed, there are differences in the pay of male and female employees.2This section does not apply to—aan employer who has fewer than 250 employees;ba person specified in Schedule 19;ca government department or part of the armed forces not specified in that Schedule.3The regulations may prescribe—adescriptions of employer;bdescriptions of employee;chow to calculate the number of employees that an employer has;ddescriptions of information;ethe time at which information is to be published;fthe form and manner in which it is to be published.4Regulations under subsection (3)(e) may not require an employer, after the first publication of information, to publish information more frequently than at intervals of 12 months.5The regulations may make provision for a failure to comply with the regulations—ato be an offence punishable on summary conviction by a fine not exceeding level 5 on the standard scale;bto be enforced, otherwise than as an offence, by such means as are prescribed.6The reference to a failure to comply with the regulations includes a reference to a failure by a person acting on behalf of an employer."
unknown,P1,,"791This section applies for the purposes of this Chapter.2If A is employed, B is a comparator if subsection (3), (4), (4A) or (4B) applies.3This subsection applies if—aB is employed by A's employer or by an associate of A's employer, andbA and B work at the same establishment.4This subsection applies if—aB is employed by A's employer or an associate of A's employer,bB works at an establishment other than the one at which A works, andccommon terms apply at the establishments (either generally or as between A and B).4AThis subsection applies if a single body—ais responsible for setting or continuing the terms on which A and B are employed, andbis in a position to ensure equal treatment between A and B in respect of such terms.4BThis subsection applies if the terms on which A and B are employed are governed by the same collective agreement.5If A holds a personal or public office, B is a comparator if—aB holds a personal or public office, andbthe person responsible for paying A is also responsible for paying B.6If A is a relevant member of the House of Commons staff, B is a comparator if—aB is employed by the person who is A's employer under subsection (6) of section 195 of the Employment Rights Act 1996, orbif subsection (7) of that section applies in A's case, B is employed by the person who is A's employer under that subsection.7If A is a relevant member of the House of Lords staff, B is a comparator if B is also a relevant member of the House of Lords staff.8Section 42 does not apply to this Chapter; accordingly, for the purposes of this Chapter only, holding the office of constable is to be treated as holding a personal office.9For the purposes of this section, employers are associated if—aone is a company of which the other (directly or indirectly) has control, orbboth are companies of which a third person (directly or indirectly) has control.10In subsection (4B) “collective agreement” has the same meaning as in the Trade Union and Labour Relations (Consolidation) Act 1992 (see section 178 of that Act)."
unknown,P1,,"801This section applies for the purposes of this Chapter.2The terms of a person's work are—aif the person is employed, the terms of the person's employment that are in the person's contract of employment, contract of apprenticeship or contract to do work personally;bif the person holds a personal or public office, the terms of the person's appointment to the office.3If work is not done at an establishment, it is to be treated as done at the establishment with which it has the closest connection.4A person (P) is the responsible person in relation to another person if—aP is the other's employer;bP is responsible for paying remuneration in respect of a personal or public office that the other holds.5A job evaluation study is a study undertaken with a view to evaluating, in terms of the demands made on a person by reference to factors such as effort, skill and decision-making, the jobs to be done—aby some or all of the workers in an undertaking or group of undertakings, orbin the case of the armed forces, by some or all of the members of the armed forces.6In the case of Crown employment, the reference in subsection (5)(a) to an undertaking is to be construed in accordance with section 191(4) of the Employment Rights Act 1996.7. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .8Schedule 7 (exceptions) has effect."
unknown,P1,,"811This Part applies in relation to—awork on ships,bwork on hovercraft, andcseafarers,only in such circumstances as are prescribed.2For the purposes of this section, it does not matter whether employment arises or work is carried out within or outside the United Kingdom.3“Ship” has the same meaning as in the Merchant Shipping Act 1995.4“Hovercraft” has the same meaning as in the Hovercraft Act 1968.5“Seafarer” means a person employed or engaged in any capacity on board a ship or hovercraft.6Nothing in this section affects the application of any other provision of this Act to conduct outside England and Wales or Scotland."
unknown,P1,,"821Her Majesty may by Order in Council provide that in the case of persons in offshore work—aspecified provisions of this Part apply (with or without modification);bNorthern Ireland legislation making provision for purposes corresponding to any of the purposes of this Part applies (with or without modification).2The Order may—aprovide for these provisions, as applied by the Order, to apply to individuals (whether or not British citizens) and bodies corporate (whether or not incorporated under the law of a part of the United Kingdom), whether or not such application affects activities outside the United Kingdom;bmake provision for conferring jurisdiction on a specified court or class of court or on employment tribunals in respect of offences, causes of action or other matters arising in connection with offshore work;cexclude from the operation of section 3 of the Territorial Waters Jurisdiction Act 1878 (consents required for prosecutions) proceedings for offences under the provisions mentioned in subsection (1) in connection with offshore work;dprovide that such proceedings must not be brought without such consent as may be required by the Order.3“Offshore work” is work for the purposes of—aactivities in the territorial sea adjacent to the United Kingdom,bactivities such as are mentioned in subsection (2) of section 11 of the Petroleum Act 1998 in waters within subsection (8)(b) or (c) of that section, orcactivities mentioned in paragraphs (a) and (b) of section 87(1) of the Energy Act 2004 in waters to which that section applies.4Work includes employment, contract work, a position as a partner or as a member of an LLP, or an appointment to a personal or public office.5Northern Ireland legislation includes an enactment contained in, or in an instrument under, an Act that forms part of the law of Northern Ireland.6In the application to Northern Ireland of subsection (2)(b), the reference to employment tribunals is to be read as a reference to industrial tribunals.7Nothing in this section affects the application of any other provision of this Act to conduct outside England and Wales or Scotland."
unknown,P1,,"831This section applies for the purposes of this Part.2“Employment” means—aemployment under a contract of employment, a contract of apprenticeship or a contract personally to do work;bCrown employment;cemployment as a relevant member of the House of Commons staff;demployment as a relevant member of the House of Lords staff.3This Part applies to service in the armed forces as it applies to employment by a private person; and for that purpose—areferences to terms of employment, or to a contract of employment, are to be read as including references to terms of service;breferences to associated employers are to be ignored.4A reference to an employer or an employee, or to employing or being employed, is (subject to section 212(11)) to be read with subsections (2) and (3); and a reference to an employer also includes a reference to a person who has no employees but is seeking to employ one or more other persons.5“Relevant member of the House of Commons staff” has the meaning given in section 195 of the Employment Rights Act 1996; and such a member of staff is an employee of—athe person who is the employer of that member under subsection (6) of that section, orbif subsection (7) of that section applies in the case of that member, the person who is the employer of that member under that subsection.6“Relevant member of the House of Lords staff” has the meaning given in section 194 of that Act (which provides that such a member of staff is an employee of the Corporate Officer of the House of Lords).7In the case of a person in Crown employment, or in employment as a relevant member of the House of Commons staff, a reference to the person's dismissal is a reference to the termination of the person's employment.8A reference to a personal or public office, or to an appointment to a personal or public office, is to be construed in accordance with section 52.9“Crown employment” has the meaning given in section 191 of the Employment Rights Act 1996.10Schedule 8 (reasonable adjustments) has effect.11Schedule 9 (exceptions) has effect."
unknown,P1,,84This Chapter does not apply to the following protected characteristics—aage;bmarriage and civil partnership.
unknown,P1,,"851The responsible body of a school to which this section applies must not discriminate against a person—ain the arrangements it makes for deciding who is offered admission as a pupil;bas to the terms on which it offers to admit the person as a pupil;cby not admitting the person as a pupil.2The responsible body of such a school must not discriminate against a pupil—ain the way it provides education for the pupil;bin the way it affords the pupil access to a benefit, facility or service;cby not providing education for the pupil;dby not affording the pupil access to a benefit, facility or service;eby excluding the pupil from the school;fby subjecting the pupil to any other detriment.3The responsible body of such a school must not harass—aa pupil;ba person who has applied for admission as a pupil.4The responsible body of such a school must not victimise a person—ain the arrangements it makes for deciding who is offered admission as a pupil;bas to the terms on which it offers to admit the person as a pupil;cby not admitting the person as a pupil.5The responsible body of such a school must not victimise a pupil—ain the way it provides education for the pupil;bin the way it affords the pupil access to a benefit, facility or service;cby not providing education for the pupil;dby not affording the pupil access to a benefit, facility or service;eby excluding the pupil from the school;fby subjecting the pupil to any other detriment.6A duty to make reasonable adjustments applies to the responsible body of such a school.7In relation to England and Wales, this section applies to—aa school maintained by a local authority;ban independent educational institution (other than a special school);baan alternative provision Academy that is not an independent educational institution;ca special school (not maintained by a local authority).8In relation to Scotland, this section applies to—aa school managed by an education authority;ban independent school;ca school in respect of which the managers are for the time being receiving grants under section 73(c) or (d) of the Education (Scotland) Act 1980.9The responsible body of a school to which this section applies is—aif the school is within subsection (7)(a), the local authority or governing body;bif it is within subsection (7)(b) , (ba) or (c), the proprietor;cif it is within subsection (8)(a), the education authority;dif it is within subsection (8)(b), the proprietor;eif it is within subsection (8)(c), the managers.10In the application of section 26 for the purposes of subsection (3), none of the following is a relevant protected characteristic—agender reassignment;breligion or belief;csexual orientation."
unknown,P1,,"861This section applies for the purposes of section 27 in its application to section 85(4) or (5).2The references to B in paragraphs (a) and (b) of subsection (1) of section 27 include a reference to a parent or sibling of the child in question.3Giving false evidence or information, or making a false allegation, in good faith is not a protected act in a case where—athe evidence or information is given, or the allegation is made, by a parent or sibling of the child, andbthe child has acted in bad faith.4Giving false evidence or information, or making a false allegation, in bad faith, is a protected act in a case where—athe evidence or information is given, or the allegation is made, by a parent or sibling of the child, andbthe child has acted in good faith.5In this section—“child” means a person who has not attained the age of 18;“sibling” means a brother or sister, a half-brother or half-sister, or a stepbrother or stepsister."
unknown,P1,,"87A1Subsections (1) and (2) do not apply in the case of a school in Wales.1Sections 496 and 497 of the Education Act 1996 (powers to give directions where responsible body of school in default of obligations, etc.) and section 70 of the Education (Scotland) Act 1980 apply to the performance of a duty under section 85.2But neither of sections 496 and 497 of the Education Act 1996 applies to the performance of a duty under that section by the proprietor of an independent educational institution (other than a special school) or an alternative provision Academy that is not an independent educational institution; and section 70 of the Education (Scotland) Act 1980 does not apply to the performance of a duty under that section by the proprietor of an independent school.3In the case of a school in Wales—aChapter 1 of Part 2 of the School Standards and Organisation (Wales) Act 2013 (“the 2013 Act”) (intervention in conduct of maintained schools) applies to the performance of a duty under section 85, but as if—ithe only relevant grounds for intervention were grounds 5 and 6 in section 2 of that Act, andiisections 3 to 9 and 12 to 16 of that Act did not apply;bChapter 2 of Part 2 of the 2013 Act (intervention in local authorities) applies to the performance of a duty under section 85, but as if—ithe only relevant grounds for intervention were grounds 1 and 2 in section 21 of that Act, andiisections 24 to 27 of that Act did not apply.4But neither of Chapters 1 and 2 of Part 2 of the 2013 Act applies to the performance of a duty under section 85 by the proprietor of an independent educational institution (other than a special school)."
unknown,P1,,88Schedule 10 (accessibility) has effect.
unknown,P1,,"891This section applies for the purposes of this Chapter.2Nothing in this Chapter applies to anything done in connection with the content of the curriculum.3“Pupil”—ain relation to England and Wales, has the meaning given in section 3(1) of the Education Act 1996;bin relation to Scotland, has the meaning given in section 135(1) of the Education (Scotland) Act 1980.4“Proprietor”—ain relation to a school in England and Wales, has the meaning given in section 579(1) of the Education Act 1996;bin relation to a school in Scotland, has the meaning given in section 135(1) of the Education (Scotland) Act 1980.5“School”—ain relation to England and Wales, has the meaning given in section 4 of the Education Act 1996;bin relation to Scotland, has the meaning given in section 135(1) of the Education (Scotland) Act 1980.6A reference to a school includes a reference to an independent educational institution in England; and a reference to an independent educational institution in England is to be construed in accordance with Chapter 1 of Part 4 of the Education and Skills Act 2008.7A reference to an independent educational institution is a reference to—aan independent educational institution in England, orban independent school in Wales.8“Independent school”—ain relation to Wales, has the meaning given in section 463 of the Education Act 1996;bin relation to Scotland, has the meaning given in section 135(1) of the Education (Scotland) Act 1980.9“Special school” has the meaning given in section 337 of the Education Act 1996.10“Local authority” means—ain relation to England, an English local authority within the meaning of section 162 of the Education and Inspections Act 2006;bin relation to Wales, a Welsh local authority within the meaning of that section.11“Education authority”, in relation to Scotland, has the meaning given in section 135(1) of the Education (Scotland) Act 1980.12Schedule 11 (exceptions) has effect."
unknown,P1,,90This Chapter does not apply to the protected characteristic of marriage and civil partnership.
unknown,P1,,"911The responsible body of an institution to which this section applies must not discriminate against a person—ain the arrangements it makes for deciding who is offered admission as a student;bas to the terms on which it offers to admit the person as a student;cby not admitting the person as a student.2The responsible body of such an institution must not discriminate against a student—ain the way it provides education for the student;bin the way it affords the student access to a benefit, facility or service;cby not providing education for the student;dby not affording the student access to a benefit, facility or service;eby excluding the student;fby subjecting the student to any other detriment.3The responsible body of such an institution must not discriminate against a disabled person—ain the arrangements it makes for deciding upon whom to confer a qualification;bas to the terms on which it is prepared to confer a qualification on the person;cby not conferring a qualification on the person;dby withdrawing a qualification from the person or varying the terms on which the person holds it.4Subsection (3) applies only to disability discrimination.5The responsible body of such an institution must not harass—aa student;ba person who has applied for admission as a student;ca disabled person who holds or has applied for a qualification conferred by the institution.6The responsible body of such an institution must not victimise a person—ain the arrangements it makes for deciding who is offered admission as a student;bas to the terms on which it offers to admit the person as a student;cby not admitting the person as a student.7The responsible body of such an institution must not victimise a student—ain the way it provides education for the student;bin the way it affords the student access to a benefit, facility or service;cby not providing education for the student;dby not affording the student access to a benefit, facility or service;eby excluding the student;fby subjecting the student to any other detriment.8The responsible body of such an institution must not victimise a disabled person—ain the arrangements it makes for deciding upon whom to confer a qualification;bas to the terms on which it is prepared to confer a qualification on the person;cby not conferring a qualification on the person;dby withdrawing a qualification from the person or varying the terms on which the person holds it.9A duty to make reasonable adjustments applies to the responsible body of such an institution.10In relation to England and Wales, this section applies to—aa university;bany other institution within the higher education sector;can institution within the further education sector.da 16 to 19 Academy.11In relation to Scotland, this section applies to—aa university;ba designated institution;ca college of further education.12A responsible body is—ain the case of an institution within subsection (10)(a), (b) or (c), the governing body;aain the case of an institution within subsection (10)(d), the proprietor (within the meaning of the Education Act 1996);bin the case of an institution within subsection (11)(a) or (b), the governing body;cin the case of a college of further education under the management of a board of management, the board of management;din the case of any other college of further education, any board of governors of the college or any person responsible for the management of the college, whether or not formally constituted as a governing body or board of governors."
unknown,P1,,"921The responsible body in relation to a course to which this section applies must not discriminate against a person—ain the arrangements it makes for deciding who is enrolled on the course;bas to the terms on which it offers to enrol the person on the course;cby not accepting the person's application for enrolment.2The responsible body in relation to such a course must not discriminate against a person who is enrolled on the course in the services it provides or offers to provide.3The responsible body in relation to such a course must not harass a person who—aseeks enrolment on the course;bis enrolled on the course;cis a user of services provided by the body in relation to the course.4The responsible body in relation to such a course must not victimise a person—ain the arrangements it makes for deciding who is enrolled on the course;bas to the terms on which it offers to enrol the person on the course;cby not accepting the person's application for enrolment.5The responsible body in relation to such a course must not victimise a person who is enrolled on the course in the services it provides or offers to provide.6A duty to make reasonable adjustments applies to the responsible body.7This section applies to—aa course of further or higher education secured by a responsible body in England or Wales;ba course of education provided by the governing body of a maintained school under section 80 of the School Standards and Framework Act 1998;ca course of further education secured by an education authority in Scotland.8A responsible body is—aa local authority in England or Wales, for the purposes of subsection (7)(a);bthe governing body of a maintained school, for the purposes of subsection (7)(b);can education authority in Scotland, for the purposes of subsection (7)(c).9In this section—“course”, in relation to further education, includes each component part of a course if there is no requirement imposed on persons registered for a component part of the course to register for another component part of the course;“enrolment” includes registration for a component part of a course;“maintained school” has the meaning given in section 20(7) of the School Standards and Framework Act 1998;“services” means services of any description which are provided wholly or mainly for persons enrolled on a course to which this section applies."
